select * from pacienti;,21 5 2022 10:27
select * from programari;,21 5 2022 10:27
select * from angajati;,21 5 2022 10:32
select * from medici;,21 5 2022 10:32
select * from pacienti;,21 5 2022 10:32
select * from programari;,21 5 2022 10:32
select * from angajati;,21 5 2022 10:32
select * from medici;,21 5 2022 10:32
select * from pacienti;,21 5 2022 10:32
select * from programari;,21 5 2022 10:32
select * from angajati;,21 5 2022 10:32
select * from angajati;,21 5 2022 10:36
select * from medici;,21 5 2022 10:36
select * from pacienti;,21 5 2022 10:36
select * from programari;,21 5 2022 10:36
select * from angajati;,21 5 2022 10:36
select * from angajati;,21 5 2022 10:37
select * from angajati;,21 5 2022 10:42
select * from medici;,21 5 2022 10:42
select * from pacienti;,21 5 2022 10:42
select * from programari;,21 5 2022 10:42
select * from medici;,21 5 2022 10:42
select * from angajati;,21 5 2022 10:47
select * from medici;,21 5 2022 10:47
select * from pacienti;,21 5 2022 10:47
select * from programari;,21 5 2022 10:47
select * from medici;,21 5 2022 10:47
select * from medici;,21 5 2022 10:47
select * from angajati;,21 5 2022 10:47
select * from medici;,21 5 2022 10:47
select * from pacienti;,21 5 2022 10:48
select * from pacienti;,21 5 2022 10:48
select * from angajati;,21 5 2022 10:57
select * from medici;,21 5 2022 10:57
select * from pacienti;,21 5 2022 10:57
select * from programari;,21 5 2022 10:57
select * from angajati;,21 5 2022 10:57
select * from angajati;,21 5 2022 10:58
select * from angajati;,21 5 2022 10:58
select * from angajati;,21 5 2022 11:06
select * from medici;,21 5 2022 11:06
select * from pacienti;,21 5 2022 11:06
select * from programari;,21 5 2022 11:06
select * from angajati;,21 5 2022 11:06
select * from angajati;,21 5 2022 11:06
select * from angajati;,21 5 2022 11:06
select * from angajati;,21 5 2022 11:06
select * from angajati;,21 5 2022 11:06
select * from angajati;,21 5 2022 11:07
select * from medici;,21 5 2022 11:07
select * from pacienti;,21 5 2022 11:07
select * from programari;,21 5 2022 11:07
select * from angajati;,21 5 2022 11:07
select * from angajati;,21 5 2022 11:07
select * from angajati;,21 5 2022 11:08
select * from medici;,21 5 2022 11:08
select * from pacienti;,21 5 2022 11:08
select * from programari;,21 5 2022 11:08
select * from angajati;,21 5 2022 11:08
select * from angajati;,21 5 2022 11:08
select * from medici;,21 5 2022 11:08
select * from pacienti;,21 5 2022 11:08
select * from programari;,21 5 2022 11:08
select * from angajati;,21 5 2022 11:08
select * from angajati;,21 5 2022 11:08
select * from angajati;,21 5 2022 11:21
select * from medici;,21 5 2022 11:21
select * from pacienti;,21 5 2022 11:21
select * from programari;,21 5 2022 11:21
select * from angajati;,21 5 2022 11:21
select * from medici;,21 5 2022 11:21
select * from medici;,21 5 2022 11:22
select * from medici;,21 5 2022 11:22
select * from pacienti;,21 5 2022 11:22
select * from pacienti;,21 5 2022 11:22
select * from programari;,21 5 2022 11:23
select * from programari;,21 5 2022 11:23
select * from angajati;,21 5 2022 11:23
select * from angajati;,21 5 2022 11:24
select * from angajati;,21 5 2022 11:24
select * from angajati;,21 5 2022 11:24
select * from medici;,21 5 2022 11:24
select * from medici;,21 5 2022 11:24
select * from pacienti;,21 5 2022 11:25
select * from pacienti;,21 5 2022 11:25
select * from programari;,21 5 2022 11:25
select * from angajati;,21 5 2022 12:16
select * from medici;,21 5 2022 12:16
select * from pacienti;,21 5 2022 12:16
select * from programari;,21 5 2022 12:16
select * from programari;,21 5 2022 12:16
select * from medici;,21 5 2022 12:16
select * from pacienti;,21 5 2022 12:16
select * from angajati;,21 5 2022 12:17
select * from medici;,21 5 2022 12:17
select * from pacienti;,21 5 2022 12:17
select * from programari;,21 5 2022 12:17
select * from programari;,21 5 2022 12:17
select * from programari;,21 5 2022 12:18
select * from angajati;,21 5 2022 12:19
select * from medici;,21 5 2022 12:19
select * from pacienti;,21 5 2022 12:19
select * from programari;,21 5 2022 12:19
select * from programari;,21 5 2022 12:19
select * from angajati;,21 5 2022 12:21
select * from medici;,21 5 2022 12:21
select * from pacienti;,21 5 2022 12:21
select * from programari;,21 5 2022 12:21
select * from programari;,21 5 2022 12:21
select * from programari;,21 5 2022 12:21
select * from programari;,21 5 2022 12:21
select * from angajati;,21 5 2022 12:22
select * from angajati;,21 5 2022 12:22
select * from angajati;,21 5 2022 12:22
select * from medici;,21 5 2022 12:22
select * from medici;,21 5 2022 12:23
select * from pacienti;,21 5 2022 12:23
select * from pacienti;,21 5 2022 12:23
select * from programari;,21 5 2022 12:23
select * from angajati;,21 5 2022 12:25
select * from medici;,21 5 2022 12:25
select * from pacienti;,21 5 2022 12:25
select * from programari;,21 5 2022 12:25
select * from angajati;,21 5 2022 12:25
select * from pacienti;,21 5 2022 12:25
select * from pacienti;,21 5 2022 12:26
select * from pacienti;,21 5 2022 12:26
select * from pacienti;,21 5 2022 12:26
select * from pacienti;,21 5 2022 12:26
select * from angajati;,21 5 2022 12:29
select * from medici;,21 5 2022 12:29
select * from pacienti;,21 5 2022 12:29
select * from programari;,21 5 2022 12:29
select * from angajati;,21 5 2022 12:29
select * from angajati;,21 5 2022 12:30
select * from medici;,21 5 2022 12:30
select * from pacienti;,21 5 2022 12:30
select * from programari;,21 5 2022 12:30
select * from angajati;,21 5 2022 12:30
select * from pacienti;,21 5 2022 12:30
select * from pacienti;,21 5 2022 12:30
select * from pacienti;,21 5 2022 12:31
select * from angajati;,21 5 2022 17:58
select * from medici;,21 5 2022 17:58
select * from pacienti;,21 5 2022 17:58
select * from programari;,21 5 2022 17:58
select * from angajati;,21 5 2022 17:58
select * from medici;,21 5 2022 17:58
select * from pacienti;,21 5 2022 17:58
select * from programari;,21 5 2022 17:58
select * from programari;,21 5 2022 17:58
select * from pacienti;,21 5 2022 17:59
select * from pacienti;,21 5 2022 17:59
select * from pacienti;,21 5 2022 18:00
select * from angajati;,21 5 2022 18:09
select * from medici;,21 5 2022 18:09
select * from pacienti;,21 5 2022 18:09
select * from programari;,21 5 2022 18:09
